contract,bug_type,line
buggy_44.sol,tx.origin,15
buggy_33.sol,tx.origin,34
buggy_10.sol,tx.origin,2
buggy_10.sol,tx.origin,4
buggy_10.sol,tx.origin,16
buggy_2.sol,tx.origin,1
buggy_2.sol,tx.origin,3
buggy_3.sol,tx.origin,2
buggy_3.sol,tx.origin,4
buggy_8.sol,tx.origin,24
buggy_8.sol,tx.origin,20
buggy_9.sol,tx.origin,102
buggy_9.sol,tx.origin,120
buggy_9.sol,tx.origin,128
buggy_9.sol,tx.origin,136
buggy_9.sol,tx.origin,150
buggy_9.sol,tx.origin,154
buggy_9.sol,tx.origin,172
buggy_41.sol,tx.origin,10
buggy_37.sol,tx.origin,42
buggy_20.sol,tx.origin,42
buggy_20.sol,tx.origin,43
buggy_20.sol,tx.origin,49
buggy_20.sol,tx.origin,50
buggy_20.sol,tx.origin,51
buggy_20.sol,tx.origin,52
buggy_20.sol,tx.origin,53
buggy_20.sol,tx.origin,54
buggy_20.sol,tx.origin,55
buggy_20.sol,tx.origin,56
buggy_20.sol,tx.origin,57
buggy_21.sol,tx.origin,43
buggy_14.sol,tx.origin,12
buggy_14.sol,tx.origin,15
buggy_14.sol,tx.origin,18
buggy_14.sol,tx.origin,20
buggy_14.sol,tx.origin,23
buggy_14.sol,tx.origin,26
buggy_14.sol,tx.origin,29
buggy_14.sol,tx.origin,32
buggy_14.sol,tx.origin,35
buggy_14.sol,tx.origin,38
buggy_6.sol,tx.origin,2
buggy_6.sol,tx.origin,3
buggy_6.sol,tx.origin,4
buggy_6.sol,tx.origin,5
buggy_7.sol,tx.origin,3
buggy_7.sol,tx.origin,4
buggy_50.sol,tx.origin,2
buggy_50.sol,tx.origin,5
buggy_19.sol,tx.origin,12
buggy_19.sol,tx.origin,35
buggy_19.sol,tx.origin,47
buggy_27.sol,tx.origin,42
buggy_27.sol,tx.origin,50
buggy_27.sol,tx.origin,68
buggy_27.sol,tx.origin,76
buggy_27.sol,tx.origin,84
buggy_27.sol,tx.origin,92
buggy_26.sol,tx.origin,12
buggy_26.sol,tx.origin,40
buggy_13.sol,tx.origin,2
buggy_13.sol,tx.origin,6
buggy_13.sol,tx.origin,10
buggy_1.sol,tx.origin,1
buggy_1.sol,tx.origin,2
buggy_1.sol,tx.origin,4
buggy_1.sol,tx.origin,6
buggy_1.sol,tx.origin,7
buggy_1.sol,tx.origin,8
buggy_1.sol,tx.origin,10
buggy_1.sol,tx.origin,13
buggy_1.sol,tx.origin,15
buggy_46.sol,tx.origin,4
buggy_46.sol,tx.origin,10
buggy_46.sol,tx.origin,28
buggy_46.sol,tx.origin,40
buggy_46.sol,tx.origin,54
buggy_46.sol,tx.origin,61
buggy_46.sol,tx.origin,68
buggy_30.sol,tx.origin,42
buggy_30.sol,tx.origin,52
buggy_30.sol,tx.origin,56
buggy_30.sol,tx.origin,78
buggy_30.sol,tx.origin,102
buggy_31.sol,tx.origin,12
buggy_31.sol,tx.origin,15
buggy_31.sol,tx.origin,20
buggy_31.sol,tx.origin,25
buggy_31.sol,tx.origin,28
buggy_31.sol,tx.origin,18
buggy_31.sol,tx.origin,30
buggy_31.sol,tx.origin,45
buggy_31.sol,tx.origin,48
buggy_31.sol,tx.origin,51
buggy_31.sol,tx.origin,54
buggy_17.sol,Timestamp-Dependency,42
buggy_17.sol,Timestamp-Dependency,27
buggy_17.sol,Timestamp-Dependency,27
buggy_17.sol,Timestamp-Dependency,27
buggy_17.sol,Timestamp-Dependency,27
buggy_17.sol,Timestamp-Dependency,27
buggy_17.sol,Timestamp-Dependency,27
buggy_17.sol,Timestamp-Dependency,27
buggy_16.sol,Timestamp-Dependency,42
buggy_16.sol,Timestamp-Dependency,102
buggy_16.sol,Timestamp-Dependency,126
buggy_16.sol,Timestamp-Dependency,154
buggy_16.sol,Timestamp-Dependency,208
buggy_5.sol,Timestamp-Dependency,42
buggy_5.sol,Timestamp-Dependency,79
buggy_5.sol,Timestamp-Dependency,89
buggy_5.sol,Timestamp-Dependency,127
buggy_5.sol,Timestamp-Dependency,137
buggy_23.sol,Timestamp-Dependency,42
buggy_23.sol,Timestamp-Dependency,43
buggy_23.sol,Timestamp-Dependency,36
buggy_23.sol,Timestamp-Dependency,25
buggy_23.sol,Timestamp-Dependency,32
buggy_22.sol,Timestamp-Dependency,25
buggy_49.sol,Timestamp-Dependency,12
buggy_49.sol,Timestamp-Dependency,20
buggy_49.sol,Timestamp-Dependency,48
buggy_49.sol,Timestamp-Dependency,68
buggy_48.sol,Timestamp-Dependency,12
buggy_48.sol,Timestamp-Dependency,13
buggy_48.sol,Timestamp-Dependency,14
buggy_48.sol,Timestamp-Dependency,15
buggy_48.sol,Timestamp-Dependency,28
buggy_48.sol,Timestamp-Dependency,29
buggy_48.sol,Timestamp-Dependency,30
buggy_48.sol,Timestamp-Dependency,31
buggy_48.sol,Timestamp-Dependency,32
buggy_48.sol,Timestamp-Dependency,33
buggy_48.sol,Timestamp-Dependency,34
buggy_48.sol,Timestamp-Dependency,35
buggy_48.sol,Timestamp-Dependency,36
buggy_48.sol,Timestamp-Dependency,37
buggy_48.sol,Timestamp-Dependency,40
buggy_48.sol,Timestamp-Dependency,41
buggy_48.sol,Timestamp-Dependency,42
buggy_48.sol,Timestamp-Dependency,43
buggy_48.sol,Timestamp-Dependency,44
buggy_43.sol,Timestamp-Dependency,42
buggy_43.sol,Timestamp-Dependency,42
buggy_43.sol,Timestamp-Dependency,42
buggy_43.sol,Timestamp-Dependency,42
buggy_43.sol,Timestamp-Dependency,42
buggy_42.sol,Timestamp-Dependency,27
buggy_42.sol,Timestamp-Dependency,30
buggy_42.sol,Timestamp-Dependency,154
buggy_35.sol,Timestamp-Dependency,42
buggy_35.sol,Timestamp-Dependency,42
buggy_35.sol,Timestamp-Dependency,42
buggy_38.sol,Timestamp-Dependency,42
buggy_38.sol,Timestamp-Dependency,8
buggy_38.sol,Timestamp-Dependency,36
buggy_44.sol,Timestamp-Dependency,2
buggy_33.sol,Timestamp-Dependency,42
buggy_33.sol,Timestamp-Dependency,1546300800
buggy_33.sol,Timestamp-Dependency,27
buggy_10.sol,Timestamp-Dependency,42
buggy_10.sol,Timestamp-Dependency,68
buggy_11.sol,Timestamp-Dependency,12
buggy_11.sol,Timestamp-Dependency,24
buggy_11.sol,Timestamp-Dependency,72
buggy_3.sol,Timestamp-Dependency,50
buggy_8.sol,Timestamp-Dependency,42
buggy_8.sol,Timestamp-Dependency,2
buggy_9.sol,Timestamp-Dependency,42
buggy_9.sol,Timestamp-Dependency,76
buggy_40.sol,Timestamp-Dependency,42
buggy_40.sol,Timestamp-Dependency,8
buggy_40.sol,Timestamp-Dependency,26
buggy_40.sol,Timestamp-Dependency,39
buggy_40.sol,Timestamp-Dependency,40
buggy_41.sol,Timestamp-Dependency,12
buggy_41.sol,Timestamp-Dependency,37
buggy_41.sol,Timestamp-Dependency,60
buggy_37.sol,Timestamp-Dependency,42
buggy_37.sol,Timestamp-Dependency,9
buggy_37.sol,Timestamp-Dependency,25
buggy_37.sol,Timestamp-Dependency,8
buggy_14.sol,Timestamp-Dependency,42
buggy_14.sol,Timestamp-Dependency,43
buggy_14.sol,Timestamp-Dependency,44
buggy_14.sol,Timestamp-Dependency,45
buggy_6.sol,Timestamp-Dependency,39
buggy_7.sol,Timestamp-Dependency,42
buggy_50.sol,Timestamp-Dependency,42
buggy_50.sol,Timestamp-Dependency,32
buggy_50.sol,Timestamp-Dependency,36
buggy_50.sol,Timestamp-Dependency,43
buggy_50.sol,Timestamp-Dependency,47
buggy_50.sol,Timestamp-Dependency,72
buggy_50.sol,Timestamp-Dependency,76
buggy_50.sol,Timestamp-Dependency,84
buggy_50.sol,Timestamp-Dependency,104
buggy_50.sol,Timestamp-Dependency,108
buggy_19.sol,Timestamp-Dependency,42
buggy_19.sol,Timestamp-Dependency,42
buggy_19.sol,Timestamp-Dependency,42
buggy_19.sol,Timestamp-Dependency,42
buggy_19.sol,Timestamp-Dependency,42
buggy_27.sol,Timestamp-Dependency,1
buggy_27.sol,Timestamp-Dependency,2
buggy_27.sol,Timestamp-Dependency,3
buggy_27.sol,Timestamp-Dependency,4
buggy_27.sol,Timestamp-Dependency,5
buggy_12.sol,Timestamp-Dependency,42
buggy_12.sol,Timestamp-Dependency,43
buggy_12.sol,Timestamp-Dependency,44
buggy_12.sol,Timestamp-Dependency,45
buggy_12.sol,Timestamp-Dependency,46
buggy_12.sol,Timestamp-Dependency,47
buggy_12.sol,Timestamp-Dependency,48
buggy_12.sol,Timestamp-Dependency,49
buggy_12.sol,Timestamp-Dependency,50
buggy_12.sol,Timestamp-Dependency,51
buggy_12.sol,Timestamp-Dependency,52
buggy_12.sol,Timestamp-Dependency,53
buggy_12.sol,Timestamp-Dependency,54
buggy_12.sol,Timestamp-Dependency,55
buggy_12.sol,Timestamp-Dependency,56
buggy_12.sol,Timestamp-Dependency,57
buggy_12.sol,Timestamp-Dependency,58
buggy_12.sol,Timestamp-Dependency,59
buggy_12.sol,Timestamp-Dependency,60
buggy_12.sol,Timestamp-Dependency,61
buggy_12.sol,Timestamp-Dependency,62
buggy_12.sol,Timestamp-Dependency,63
buggy_12.sol,Timestamp-Dependency,64
buggy_12.sol,Timestamp-Dependency,65
buggy_12.sol,Timestamp-Dependency,66
buggy_12.sol,Timestamp-Dependency,67
buggy_12.sol,Timestamp-Dependency,68
buggy_12.sol,Timestamp-Dependency,69
buggy_12.sol,Timestamp-Dependency,70
buggy_12.sol,Timestamp-Dependency,71
buggy_12.sol,Timestamp-Dependency,72
buggy_12.sol,Timestamp-Dependency,73
buggy_12.sol,Timestamp-Dependency,74
buggy_12.sol,Timestamp-Dependency,75
buggy_12.sol,Timestamp-Dependency,76
buggy_12.sol,Timestamp-Dependency,77
buggy_12.sol,Timestamp-Dependency,78
buggy_12.sol,Timestamp-Dependency,79
buggy_12.sol,Timestamp-Dependency,80
buggy_12.sol,Timestamp-Dependency,81
buggy_12.sol,Timestamp-Dependency,82
buggy_12.sol,Timestamp-Dependency,83
buggy_47.sol,Timestamp-Dependency,10
buggy_47.sol,Timestamp-Dependency,34
buggy_47.sol,Timestamp-Dependency,10
buggy_47.sol,Timestamp-Dependency,34
buggy_46.sol,Timestamp-Dependency,42
buggy_46.sol,Timestamp-Dependency,54
buggy_30.sol,Timestamp-Dependency,42
buggy_30.sol,Timestamp-Dependency,43
buggy_30.sol,Timestamp-Dependency,44
buggy_30.sol,Timestamp-Dependency,45
buggy_30.sol,Timestamp-Dependency,46
buggy_30.sol,Timestamp-Dependency,47
buggy_30.sol,Timestamp-Dependency,48
buggy_30.sol,Timestamp-Dependency,49
buggy_30.sol,Timestamp-Dependency,50
buggy_30.sol,Timestamp-Dependency,51
buggy_17.sol,Re-entrancy,12
buggy_17.sol,Re-entrancy,15
buggy_17.sol,Re-entrancy,24
buggy_16.sol,Re-entrancy,1
buggy_16.sol,Re-entrancy,2
buggy_16.sol,Re-entrancy,3
buggy_16.sol,Re-entrancy,4
buggy_16.sol,Re-entrancy,5
buggy_16.sol,Re-entrancy,6
buggy_16.sol,Re-entrancy,7
buggy_16.sol,Re-entrancy,8
buggy_16.sol,Re-entrancy,9
buggy_16.sol,Re-entrancy,10
buggy_5.sol,Re-entrancy,12
buggy_5.sol,Re-entrancy,56
buggy_5.sol,Re-entrancy,100
buggy_4.sol,Re-entrancy,20
buggy_4.sol,Re-entrancy,26
buggy_28.sol,Re-entrancy,15
buggy_28.sol,Re-entrancy,25
buggy_28.sol,Re-entrancy,10
buggy_22.sol,Re-entrancy,42
buggy_22.sol,Re-entrancy,89
buggy_22.sol,Re-entrancy,89
buggy_22.sol,Re-entrancy,89
buggy_22.sol,Re-entrancy,89
buggy_22.sol,Re-entrancy,89
buggy_22.sol,Re-entrancy,89
buggy_22.sol,Re-entrancy,89
buggy_49.sol,Re-entrancy,1
buggy_49.sol,Re-entrancy,2
buggy_49.sol,Re-entrancy,4
buggy_49.sol,Re-entrancy,5
buggy_48.sol,Re-entrancy,42
buggy_48.sol,Re-entrancy,10
buggy_48.sol,Re-entrancy,10
buggy_48.sol,Re-entrancy,20
buggy_48.sol,Re-entrancy,20
buggy_48.sol,Re-entrancy,20
buggy_48.sol,Re-entrancy,20
buggy_48.sol,Re-entrancy,20
buggy_48.sol,Re-entrancy,20
buggy_42.sol,Re-entrancy,12
buggy_42.sol,Re-entrancy,35
buggy_42.sol,Re-entrancy,45
buggy_42.sol,Re-entrancy,50
buggy_42.sol,Re-entrancy,64
buggy_34.sol,Re-entrancy,42
buggy_39.sol,Re-entrancy,15
buggy_38.sol,Re-entrancy,10
buggy_38.sol,Re-entrancy,20
buggy_38.sol,Re-entrancy,30
buggy_38.sol,Re-entrancy,40
buggy_38.sol,Re-entrancy,50
buggy_44.sol,Re-entrancy,1
buggy_44.sol,Re-entrancy,2
buggy_45.sol,Re-entrancy,12
buggy_45.sol,Re-entrancy,30
buggy_45.sol,Re-entrancy,36
buggy_45.sol,Re-entrancy,40
buggy_45.sol,Re-entrancy,50
buggy_45.sol,Re-entrancy,58
buggy_45.sol,Re-entrancy,60
buggy_45.sol,Re-entrancy,68
buggy_45.sol,Re-entrancy,70
buggy_33.sol,Re-entrancy,1
buggy_33.sol,Re-entrancy,2
buggy_33.sol,Re-entrancy,3
buggy_33.sol,Re-entrancy,4
buggy_33.sol,Re-entrancy,5
buggy_32.sol,Re-entrancy,42
buggy_10.sol,Re-entrancy,12
buggy_10.sol,Re-entrancy,13
buggy_11.sol,Re-entrancy,15
buggy_11.sol,Re-entrancy,24
buggy_2.sol,Re-entrancy,5
buggy_2.sol,Re-entrancy,31
buggy_3.sol,Re-entrancy,12
buggy_3.sol,Re-entrancy,13
buggy_3.sol,Re-entrancy,20
buggy_3.sol,Re-entrancy,30
buggy_3.sol,Re-entrancy,40
buggy_3.sol,Re-entrancy,50
buggy_25.sol,Re-entrancy,10
buggy_25.sol,Re-entrancy,20
buggy_25.sol,Re-entrancy,25
buggy_40.sol,Re-entrancy,12
buggy_40.sol,Re-entrancy,13
buggy_21.sol,Re-entrancy,1
buggy_21.sol,Re-entrancy,2
buggy_14.sol,Re-entrancy,42
buggy_14.sol,Re-entrancy,43
buggy_14.sol,Re-entrancy,44
buggy_14.sol,Re-entrancy,45
buggy_7.sol,Re-entrancy,12
buggy_7.sol,Re-entrancy,20
buggy_7.sol,Re-entrancy,32
buggy_7.sol,Re-entrancy,48
buggy_50.sol,Re-entrancy,1
buggy_50.sol,Re-entrancy,2
buggy_50.sol,Re-entrancy,3
buggy_50.sol,Re-entrancy,4
buggy_50.sol,Re-entrancy,5
buggy_19.sol,Re-entrancy,12
buggy_19.sol,Re-entrancy,13
buggy_19.sol,Re-entrancy,14
buggy_19.sol,Re-entrancy,15
buggy_19.sol,Re-entrancy,16
buggy_19.sol,Re-entrancy,17
buggy_19.sol,Re-entrancy,18
buggy_19.sol,Re-entrancy,19
buggy_18.sol,Re-entrancy,456
buggy_18.sol,Re-entrancy,789
buggy_27.sol,Re-entrancy,1
buggy_26.sol,Re-entrancy,1
buggy_13.sol,Re-entrancy,1
buggy_13.sol,Re-entrancy,4
buggy_13.sol,Re-entrancy,25
buggy_1.sol,Re-entrancy,25
buggy_47.sol,Re-entrancy,38
buggy_46.sol,Re-entrancy,25
buggy_46.sol,Re-entrancy,68
buggy_31.sol,Re-entrancy,12
buggy_31.sol,Re-entrancy,24
buggy_17.sol,Overflow-Underflow,42
buggy_17.sol,Overflow-Underflow,43
buggy_17.sol,Overflow-Underflow,44
buggy_17.sol,Overflow-Underflow,45
buggy_17.sol,Overflow-Underflow,46
buggy_16.sol,Overflow-Underflow,42
buggy_16.sol,Overflow-Underflow,5
buggy_16.sol,Overflow-Underflow,42
buggy_16.sol,Overflow-Underflow,5
buggy_5.sol,Overflow-Underflow,42
buggy_5.sol,Overflow-Underflow,43
buggy_5.sol,Overflow-Underflow,42
buggy_5.sol,Overflow-Underflow,42
buggy_5.sol,Overflow-Underflow,42
buggy_4.sol,Overflow-Underflow,52
buggy_4.sol,Overflow-Underflow,54
buggy_29.sol,Overflow-Underflow,42
buggy_29.sol,Overflow-Underflow,43
buggy_29.sol,Overflow-Underflow,44
buggy_29.sol,Overflow-Underflow,45
buggy_29.sol,Overflow-Underflow,46
buggy_29.sol,Overflow-Underflow,47
buggy_29.sol,Overflow-Underflow,48
buggy_29.sol,Overflow-Underflow,49
buggy_28.sol,Overflow-Underflow,42
buggy_28.sol,Overflow-Underflow,43
buggy_28.sol,Overflow-Underflow,102
buggy_28.sol,Overflow-Underflow,103
buggy_28.sol,Overflow-Underflow,124
buggy_28.sol,Overflow-Underflow,142
buggy_28.sol,Overflow-Underflow,172
buggy_28.sol,Overflow-Underflow,180
buggy_28.sol,Overflow-Underflow,215
buggy_28.sol,Overflow-Underflow,225
buggy_22.sol,Overflow-Underflow,42
buggy_22.sol,Overflow-Underflow,56
buggy_22.sol,Overflow-Underflow,58
buggy_22.sol,Overflow-Underflow,64
buggy_22.sol,Overflow-Underflow,66
buggy_22.sol,Overflow-Underflow,68
buggy_22.sol,Overflow-Underflow,70
buggy_49.sol,Overflow-Underflow,12
buggy_49.sol,Overflow-Underflow,13
buggy_48.sol,Overflow-Underflow,42
buggy_48.sol,Overflow-Underflow,90
buggy_48.sol,Overflow-Underflow,142
buggy_48.sol,Overflow-Underflow,176
buggy_48.sol,Overflow-Underflow,210
buggy_48.sol,Overflow-Underflow,236
buggy_48.sol,Overflow-Underflow,256
buggy_48.sol,Overflow-Underflow,276
buggy_48.sol,Overflow-Underflow,296
buggy_48.sol,Overflow-Underflow,316
buggy_34.sol,Overflow-Underflow,45
buggy_34.sol,Overflow-Underflow,47
buggy_34.sol,Overflow-Underflow,50
buggy_34.sol,Overflow-Underflow,52
buggy_34.sol,Overflow-Underflow,55
buggy_34.sol,Overflow-Underflow,57
buggy_34.sol,Overflow-Underflow,60
buggy_35.sol,Overflow-Underflow,42
buggy_35.sol,Overflow-Underflow,43
buggy_35.sol,Overflow-Underflow,45
buggy_35.sol,Overflow-Underflow,47
buggy_35.sol,Overflow-Underflow,49
buggy_35.sol,Overflow-Underflow,52
buggy_35.sol,Overflow-Underflow,54
buggy_35.sol,Overflow-Underflow,56
buggy_35.sol,Overflow-Underflow,59
buggy_35.sol,Overflow-Underflow,62
buggy_35.sol,Overflow-Underflow,65
buggy_35.sol,Overflow-Underflow,67
buggy_35.sol,Overflow-Underflow,70
buggy_35.sol,Overflow-Underflow,72
buggy_35.sol,Overflow-Underflow,75
buggy_35.sol,Overflow-Underflow,78
buggy_35.sol,Overflow-Underflow,82
buggy_35.sol,Overflow-Underflow,84
buggy_35.sol,Overflow-Underflow,87
buggy_35.sol,Overflow-Underflow,92
buggy_35.sol,Overflow-Underflow,96
buggy_35.sol,Overflow-Underflow,99
buggy_39.sol,Overflow-Underflow,1
buggy_39.sol,Overflow-Underflow,2
buggy_39.sol,Overflow-Underflow,3
buggy_39.sol,Overflow-Underflow,4
buggy_39.sol,Overflow-Underflow,5
buggy_38.sol,Overflow-Underflow,42
buggy_38.sol,Overflow-Underflow,43
buggy_38.sol,Overflow-Underflow,44
buggy_38.sol,Overflow-Underflow,45
buggy_38.sol,Overflow-Underflow,46
buggy_38.sol,Overflow-Underflow,47
buggy_38.sol,Overflow-Underflow,48
buggy_38.sol,Overflow-Underflow,49
buggy_44.sol,Overflow-Underflow,5
buggy_44.sol,Overflow-Underflow,7
buggy_44.sol,Overflow-Underflow,7
buggy_44.sol,Overflow-Underflow,24
buggy_44.sol,Overflow-Underflow,24
buggy_45.sol,Overflow-Underflow,43
buggy_45.sol,Overflow-Underflow,36
buggy_45.sol,Overflow-Underflow,54
buggy_45.sol,Overflow-Underflow,62
buggy_45.sol,Overflow-Underflow,72
buggy_45.sol,Overflow-Underflow,92
buggy_45.sol,Overflow-Underflow,97
buggy_45.sol,Overflow-Underflow,104
buggy_45.sol,Overflow-Underflow,142
buggy_45.sol,Overflow-Underflow,172
buggy_33.sol,Overflow-Underflow,12
buggy_33.sol,Overflow-Underflow,13
buggy_33.sol,Overflow-Underflow,20
buggy_33.sol,Overflow-Underflow,25
buggy_32.sol,Overflow-Underflow,42
buggy_32.sol,Overflow-Underflow,43
buggy_32.sol,Overflow-Underflow,44
buggy_32.sol,Overflow-Underflow,45
buggy_32.sol,Overflow-Underflow,46
buggy_32.sol,Overflow-Underflow,67
buggy_32.sol,Overflow-Underflow,68
buggy_32.sol,Overflow-Underflow,69
buggy_32.sol,Overflow-Underflow,70
buggy_10.sol,Overflow-Underflow,5
buggy_10.sol,Overflow-Underflow,20
buggy_10.sol,Overflow-Underflow,34
buggy_11.sol,Overflow-Underflow,92
buggy_2.sol,Overflow-Underflow,25
buggy_2.sol,Overflow-Underflow,37
buggy_2.sol,Overflow-Underflow,50
buggy_3.sol,Overflow-Underflow,25
buggy_8.sol,Overflow-Underflow,42
buggy_8.sol,Overflow-Underflow,52
buggy_9.sol,Overflow-Underflow,42
buggy_9.sol,Overflow-Underflow,43
buggy_9.sol,Overflow-Underflow,45
buggy_9.sol,Overflow-Underflow,50
buggy_9.sol,Overflow-Underflow,52
buggy_25.sol,Overflow-Underflow,18
buggy_25.sol,Overflow-Underflow,24
buggy_25.sol,Overflow-Underflow,29
buggy_25.sol,Overflow-Underflow,34
buggy_25.sol,Overflow-Underflow,39
buggy_25.sol,Overflow-Underflow,47
buggy_25.sol,Overflow-Underflow,49
buggy_25.sol,Overflow-Underflow,50
buggy_25.sol,Overflow-Underflow,51
buggy_25.sol,Overflow-Underflow,4
buggy_25.sol,Overflow-Underflow,9
buggy_25.sol,Overflow-Underflow,19
buggy_25.sol,Overflow-Underflow,24
buggy_25.sol,Overflow-Underflow,29
buggy_25.sol,Overflow-Underflow,34
buggy_25.sol,Overflow-Underflow,39
buggy_40.sol,Overflow-Underflow,42
buggy_40.sol,Overflow-Underflow,19
buggy_40.sol,Overflow-Underflow,24
buggy_40.sol,Overflow-Underflow,57
buggy_40.sol,Overflow-Underflow,64
buggy_40.sol,Overflow-Underflow,72
buggy_41.sol,Overflow-Underflow,12
buggy_41.sol,Overflow-Underflow,30
buggy_41.sol,Overflow-Underflow,76
buggy_41.sol,Overflow-Underflow,92
buggy_37.sol,Overflow-Underflow,42
buggy_37.sol,Overflow-Underflow,58
buggy_37.sol,Overflow-Underflow,72
buggy_37.sol,Overflow-Underflow,90
buggy_36.sol,Overflow-Underflow,42
buggy_36.sol,Overflow-Underflow,42
buggy_36.sol,Overflow-Underflow,42
buggy_21.sol,Overflow-Underflow,42
buggy_21.sol,Overflow-Underflow,43
buggy_21.sol,Overflow-Underflow,58
buggy_21.sol,Overflow-Underflow,70
buggy_21.sol,Overflow-Underflow,88
buggy_21.sol,Overflow-Underflow,100
buggy_21.sol,Overflow-Underflow,112
buggy_21.sol,Overflow-Underflow,118
buggy_21.sol,Overflow-Underflow,124
buggy_21.sol,Overflow-Underflow,130
buggy_21.sol,Overflow-Underflow,136
buggy_21.sol,Overflow-Underflow,154
