Bug_Type,Contract,Line,Description
Timestamp-Dependency,buggy_38.sol,48,LLM detected vulnerability not in ground truth
Timestamp-Dependency,buggy_38.sol,65,LLM detected vulnerability not in ground truth
Timestamp-Dependency,buggy_38.sol,71,LLM detected vulnerability not in ground truth
Timestamp-Dependency,buggy_45.sol,3,LLM detected vulnerability not in ground truth
Timestamp-Dependency,buggy_45.sol,4,LLM detected vulnerability not in ground truth
Timestamp-Dependency,buggy_45.sol,5,LLM detected vulnerability not in ground truth
Timestamp-Dependency,buggy_45.sol,17,LLM detected vulnerability not in ground truth
Timestamp-Dependency,buggy_45.sol,38,LLM detected vulnerability not in ground truth
Timestamp-Dependency,buggy_45.sol,43,LLM detected vulnerability not in ground truth
Timestamp-Dependency,buggy_45.sol,47,LLM detected vulnerability not in ground truth
Timestamp-Dependency,buggy_45.sol,76,LLM detected vulnerability not in ground truth
Timestamp-Dependency,buggy_6.sol,41,LLM detected vulnerability not in ground truth
Timestamp-Dependency,buggy_6.sol,15,LLM detected vulnerability not in ground truth
Timestamp-Dependency,buggy_6.sol,30,LLM detected vulnerability not in ground truth
Timestamp-Dependency,buggy_17.sol,34,LLM detected vulnerability not in ground truth
Timestamp-Dependency,buggy_17.sol,41,LLM detected vulnerability not in ground truth
Timestamp-Dependency,buggy_17.sol,14,LLM detected vulnerability not in ground truth
Timestamp-Dependency,buggy_17.sol,21,LLM detected vulnerability not in ground truth
Timestamp-Dependency,buggy_17.sol,27,LLM detected vulnerability not in ground truth
Timestamp-Dependency,buggy_17.sol,62,LLM detected vulnerability not in ground truth
Timestamp-Dependency,buggy_7.sol,18,LLM detected vulnerability not in ground truth
Timestamp-Dependency,buggy_7.sol,20,LLM detected vulnerability not in ground truth
Timestamp-Dependency,buggy_7.sol,24,LLM detected vulnerability not in ground truth
Timestamp-Dependency,buggy_7.sol,26,LLM detected vulnerability not in ground truth
Timestamp-Dependency,buggy_7.sol,30,LLM detected vulnerability not in ground truth
Timestamp-Dependency,buggy_7.sol,36,LLM detected vulnerability not in ground truth
Timestamp-Dependency,buggy_7.sol,38,LLM detected vulnerability not in ground truth
Timestamp-Dependency,buggy_7.sol,42,LLM detected vulnerability not in ground truth
Timestamp-Dependency,buggy_7.sol,66,LLM detected vulnerability not in ground truth
Timestamp-Dependency,buggy_7.sol,72,LLM detected vulnerability not in ground truth
Timestamp-Dependency,buggy_7.sol,78,LLM detected vulnerability not in ground truth
Timestamp-Dependency,buggy_11.sol,32,LLM detected vulnerability not in ground truth
Timestamp-Dependency,buggy_11.sol,36,LLM detected vulnerability not in ground truth
Timestamp-Dependency,buggy_11.sol,14,LLM detected vulnerability not in ground truth
Timestamp-Dependency,buggy_11.sol,16,LLM detected vulnerability not in ground truth
Timestamp-Dependency,buggy_11.sol,18,LLM detected vulnerability not in ground truth
Timestamp-Dependency,buggy_11.sol,20,LLM detected vulnerability not in ground truth
Timestamp-Dependency,buggy_11.sol,22,LLM detected vulnerability not in ground truth
Timestamp-Dependency,buggy_11.sol,24,LLM detected vulnerability not in ground truth
Timestamp-Dependency,buggy_11.sol,26,LLM detected vulnerability not in ground truth
Timestamp-Dependency,buggy_11.sol,30,LLM detected vulnerability not in ground truth
Timestamp-Dependency,buggy_32.sol,68,LLM detected vulnerability not in ground truth
Timestamp-Dependency,buggy_32.sol,36,LLM detected vulnerability not in ground truth
Timestamp-Dependency,buggy_32.sol,41,LLM detected vulnerability not in ground truth
Timestamp-Dependency,buggy_32.sol,44,LLM detected vulnerability not in ground truth
Timestamp-Dependency,buggy_32.sol,46,LLM detected vulnerability not in ground truth
Timestamp-Dependency,buggy_32.sol,51,LLM detected vulnerability not in ground truth
Timestamp-Dependency,buggy_32.sol,56,LLM detected vulnerability not in ground truth
Timestamp-Dependency,buggy_32.sol,26,LLM detected vulnerability not in ground truth
Timestamp-Dependency,buggy_32.sol,62,LLM detected vulnerability not in ground truth
Timestamp-Dependency,buggy_32.sol,31,LLM detected vulnerability not in ground truth
Timestamp-Dependency,buggy_19.sol,35,LLM detected vulnerability not in ground truth
Timestamp-Dependency,buggy_19.sol,40,LLM detected vulnerability not in ground truth
Timestamp-Dependency,buggy_19.sol,15,LLM detected vulnerability not in ground truth
Timestamp-Dependency,buggy_19.sol,20,LLM detected vulnerability not in ground truth
Timestamp-Dependency,buggy_19.sol,25,LLM detected vulnerability not in ground truth
Timestamp-Dependency,buggy_19.sol,30,LLM detected vulnerability not in ground truth
Timestamp-Dependency,buggy_25.sol,33,LLM detected vulnerability not in ground truth
Timestamp-Dependency,buggy_25.sol,14,LLM detected vulnerability not in ground truth
Timestamp-Dependency,buggy_25.sol,17,LLM detected vulnerability not in ground truth
Timestamp-Dependency,buggy_25.sol,23,LLM detected vulnerability not in ground truth
Timestamp-Dependency,buggy_25.sol,24,LLM detected vulnerability not in ground truth
Timestamp-Dependency,buggy_25.sol,27,LLM detected vulnerability not in ground truth
Timestamp-Dependency,buggy_4.sol,17,LLM detected vulnerability not in ground truth
Timestamp-Dependency,buggy_4.sol,20,LLM detected vulnerability not in ground truth
Timestamp-Dependency,buggy_4.sol,23,LLM detected vulnerability not in ground truth
Timestamp-Dependency,buggy_4.sol,24,LLM detected vulnerability not in ground truth
Timestamp-Dependency,buggy_4.sol,25,LLM detected vulnerability not in ground truth
Timestamp-Dependency,buggy_4.sol,26,LLM detected vulnerability not in ground truth
Timestamp-Dependency,buggy_4.sol,31,LLM detected vulnerability not in ground truth
Timestamp-Dependency,buggy_4.sol,32,LLM detected vulnerability not in ground truth
Timestamp-Dependency,buggy_4.sol,35,LLM detected vulnerability not in ground truth
Timestamp-Dependency,buggy_4.sol,40,LLM detected vulnerability not in ground truth
Timestamp-Dependency,buggy_4.sol,41,LLM detected vulnerability not in ground truth
Timestamp-Dependency,buggy_4.sol,47,LLM detected vulnerability not in ground truth
Timestamp-Dependency,buggy_4.sol,83,LLM detected vulnerability not in ground truth
Timestamp-Dependency,buggy_4.sol,101,LLM detected vulnerability not in ground truth
Timestamp-Dependency,buggy_4.sol,115,LLM detected vulnerability not in ground truth
Timestamp-Dependency,buggy_15.sol,37,LLM detected vulnerability not in ground truth
Timestamp-Dependency,buggy_15.sol,53,LLM detected vulnerability not in ground truth
Timestamp-Dependency,buggy_46.sol,36,LLM detected vulnerability not in ground truth
Timestamp-Dependency,buggy_46.sol,41,LLM detected vulnerability not in ground truth
Timestamp-Dependency,buggy_46.sol,14,LLM detected vulnerability not in ground truth
Timestamp-Dependency,buggy_46.sol,26,LLM detected vulnerability not in ground truth
Timestamp-Dependency,buggy_46.sol,30,LLM detected vulnerability not in ground truth
Timestamp-Dependency,buggy_41.sol,12,LLM detected vulnerability not in ground truth
Timestamp-Dependency,buggy_41.sol,14,LLM detected vulnerability not in ground truth
Timestamp-Dependency,buggy_41.sol,18,LLM detected vulnerability not in ground truth
Timestamp-Dependency,buggy_41.sol,23,LLM detected vulnerability not in ground truth
Timestamp-Dependency,buggy_41.sol,56,LLM detected vulnerability not in ground truth
Timestamp-Dependency,buggy_41.sol,24,LLM detected vulnerability not in ground truth
Timestamp-Dependency,buggy_33.sol,42,LLM detected vulnerability not in ground truth
Timestamp-Dependency,buggy_33.sol,74,LLM detected vulnerability not in ground truth
Timestamp-Dependency,buggy_33.sol,48,LLM detected vulnerability not in ground truth
Timestamp-Dependency,buggy_33.sol,54,LLM detected vulnerability not in ground truth
Timestamp-Dependency,buggy_33.sol,58,LLM detected vulnerability not in ground truth
Timestamp-Dependency,buggy_33.sol,30,LLM detected vulnerability not in ground truth
Timestamp-Dependency,buggy_9.sol,34,LLM detected vulnerability not in ground truth
Timestamp-Dependency,buggy_9.sol,3,LLM detected vulnerability not in ground truth
Timestamp-Dependency,buggy_9.sol,37,LLM detected vulnerability not in ground truth
Timestamp-Dependency,buggy_9.sol,43,LLM detected vulnerability not in ground truth
Timestamp-Dependency,buggy_9.sol,44,LLM detected vulnerability not in ground truth
Timestamp-Dependency,buggy_9.sol,14,LLM detected vulnerability not in ground truth
Timestamp-Dependency,buggy_9.sol,19,LLM detected vulnerability not in ground truth
Timestamp-Dependency,buggy_9.sol,87,LLM detected vulnerability not in ground truth
Timestamp-Dependency,buggy_9.sol,25,LLM detected vulnerability not in ground truth
Timestamp-Dependency,buggy_9.sol,31,LLM detected vulnerability not in ground truth
Timestamp-Dependency,buggy_14.sol,32,LLM detected vulnerability not in ground truth
Timestamp-Dependency,buggy_14.sol,36,LLM detected vulnerability not in ground truth
Timestamp-Dependency,buggy_14.sol,40,LLM detected vulnerability not in ground truth
Timestamp-Dependency,buggy_14.sol,12,LLM detected vulnerability not in ground truth
Timestamp-Dependency,buggy_14.sol,16,LLM detected vulnerability not in ground truth
Timestamp-Dependency,buggy_14.sol,20,LLM detected vulnerability not in ground truth
Timestamp-Dependency,buggy_14.sol,24,LLM detected vulnerability not in ground truth
Timestamp-Dependency,buggy_14.sol,28,LLM detected vulnerability not in ground truth
Timestamp-Dependency,buggy_39.sol,32,LLM detected vulnerability not in ground truth
Timestamp-Dependency,buggy_39.sol,65,LLM detected vulnerability not in ground truth
Timestamp-Dependency,buggy_39.sol,67,LLM detected vulnerability not in ground truth
Timestamp-Dependency,buggy_39.sol,44,LLM detected vulnerability not in ground truth
Timestamp-Dependency,buggy_39.sol,14,LLM detected vulnerability not in ground truth
Timestamp-Dependency,buggy_39.sol,15,LLM detected vulnerability not in ground truth
Timestamp-Dependency,buggy_39.sol,24,LLM detected vulnerability not in ground truth
Timestamp-Dependency,buggy_39.sol,57,LLM detected vulnerability not in ground truth
Timestamp-Dependency,buggy_39.sol,22,LLM detected vulnerability not in ground truth
Timestamp-Dependency,buggy_39.sol,63,LLM detected vulnerability not in ground truth
Timestamp-Dependency,buggy_39.sol,25,LLM detected vulnerability not in ground truth
Timestamp-Dependency,buggy_42.sol,40,LLM detected vulnerability not in ground truth
Timestamp-Dependency,buggy_42.sol,44,LLM detected vulnerability not in ground truth
Timestamp-Dependency,buggy_42.sol,48,LLM detected vulnerability not in ground truth
Timestamp-Dependency,buggy_42.sol,20,LLM detected vulnerability not in ground truth
Timestamp-Dependency,buggy_42.sol,28,LLM detected vulnerability not in ground truth
Timestamp-Dependency,buggy_31.sol,35,LLM detected vulnerability not in ground truth
Timestamp-Dependency,buggy_31.sol,165,LLM detected vulnerability not in ground truth
Timestamp-Dependency,buggy_31.sol,76,LLM detected vulnerability not in ground truth
Timestamp-Dependency,buggy_31.sol,45,LLM detected vulnerability not in ground truth
Timestamp-Dependency,buggy_31.sol,174,LLM detected vulnerability not in ground truth
Timestamp-Dependency,buggy_31.sol,14,LLM detected vulnerability not in ground truth
Timestamp-Dependency,buggy_31.sol,144,LLM detected vulnerability not in ground truth
Timestamp-Dependency,buggy_31.sol,16,LLM detected vulnerability not in ground truth
Timestamp-Dependency,buggy_31.sol,17,LLM detected vulnerability not in ground truth
Timestamp-Dependency,buggy_31.sol,18,LLM detected vulnerability not in ground truth
Timestamp-Dependency,buggy_31.sol,23,LLM detected vulnerability not in ground truth
Timestamp-Dependency,buggy_31.sol,29,LLM detected vulnerability not in ground truth
Timestamp-Dependency,buggy_31.sol,183,LLM detected vulnerability not in ground truth
Timestamp-Dependency,buggy_31.sol,61,LLM detected vulnerability not in ground truth
Timestamp-Dependency,buggy_31.sol,158,LLM detected vulnerability not in ground truth
Timestamp-Dependency,buggy_2.sol,38,LLM detected vulnerability not in ground truth
Timestamp-Dependency,buggy_2.sol,23,LLM detected vulnerability not in ground truth
Timestamp-Dependency,buggy_2.sol,26,LLM detected vulnerability not in ground truth
Timestamp-Dependency,buggy_2.sol,29,LLM detected vulnerability not in ground truth
Timestamp-Dependency,buggy_50.sol,33,LLM detected vulnerability not in ground truth
Timestamp-Dependency,buggy_50.sol,35,LLM detected vulnerability not in ground truth
Timestamp-Dependency,buggy_50.sol,42,LLM detected vulnerability not in ground truth
Timestamp-Dependency,buggy_50.sol,46,LLM detected vulnerability not in ground truth
Timestamp-Dependency,buggy_50.sol,16,LLM detected vulnerability not in ground truth
Timestamp-Dependency,buggy_50.sol,21,LLM detected vulnerability not in ground truth
Timestamp-Dependency,buggy_50.sol,52,LLM detected vulnerability not in ground truth
Timestamp-Dependency,buggy_50.sol,26,LLM detected vulnerability not in ground truth
Timestamp-Dependency,buggy_50.sol,31,LLM detected vulnerability not in ground truth
Timestamp-Dependency,buggy_10.sol,32,LLM detected vulnerability not in ground truth
Timestamp-Dependency,buggy_10.sol,4,LLM detected vulnerability not in ground truth
Timestamp-Dependency,buggy_10.sol,42,LLM detected vulnerability not in ground truth
Timestamp-Dependency,buggy_10.sol,16,LLM detected vulnerability not in ground truth
Timestamp-Dependency,buggy_10.sol,30,LLM detected vulnerability not in ground truth
Timestamp-Dependency,buggy_49.sol,33,LLM detected vulnerability not in ground truth
Timestamp-Dependency,buggy_49.sol,5,LLM detected vulnerability not in ground truth
Timestamp-Dependency,buggy_49.sol,41,LLM detected vulnerability not in ground truth
Timestamp-Dependency,buggy_49.sol,44,LLM detected vulnerability not in ground truth
Timestamp-Dependency,buggy_49.sol,15,LLM detected vulnerability not in ground truth
Timestamp-Dependency,buggy_49.sol,51,LLM detected vulnerability not in ground truth
Timestamp-Dependency,buggy_49.sol,19,LLM detected vulnerability not in ground truth
Timestamp-Dependency,buggy_49.sol,21,LLM detected vulnerability not in ground truth
Timestamp-Dependency,buggy_49.sol,24,LLM detected vulnerability not in ground truth
Timestamp-Dependency,buggy_49.sol,54,LLM detected vulnerability not in ground truth
Timestamp-Dependency,buggy_49.sol,26,LLM detected vulnerability not in ground truth
Timestamp-Dependency,buggy_37.sol,34,LLM detected vulnerability not in ground truth
Timestamp-Dependency,buggy_37.sol,41,LLM detected vulnerability not in ground truth
Timestamp-Dependency,buggy_37.sol,14,LLM detected vulnerability not in ground truth
Timestamp-Dependency,buggy_37.sol,16,LLM detected vulnerability not in ground truth
Timestamp-Dependency,buggy_37.sol,20,LLM detected vulnerability not in ground truth
Timestamp-Dependency,buggy_37.sol,24,LLM detected vulnerability not in ground truth
Unchecked-Send,buggy_5.sol,34,LLM detected vulnerability not in ground truth
Unchecked-Send,buggy_13.sol,4,LLM detected vulnerability not in ground truth
Unchecked-Send,buggy_13.sol,7,LLM detected vulnerability not in ground truth
Unchecked-Send,buggy_13.sol,10,LLM detected vulnerability not in ground truth
Unchecked-Send,buggy_28.sol,43,LLM detected vulnerability not in ground truth
Unchecked-Send,buggy_3.sol,5,LLM detected vulnerability not in ground truth
Unchecked-Send,buggy_3.sol,11,LLM detected vulnerability not in ground truth
Unchecked-Send,buggy_3.sol,15,LLM detected vulnerability not in ground truth
Unchecked-Send,buggy_3.sol,21,LLM detected vulnerability not in ground truth
Unchecked-Send,buggy_47.sol,42,LLM detected vulnerability not in ground truth
Unchecked-Send,buggy_44.sol,5,LLM detected vulnerability not in ground truth
Unchecked-Send,buggy_38.sol,34,LLM detected vulnerability not in ground truth
Unchecked-Send,buggy_45.sol,2,LLM detected vulnerability not in ground truth
Unchecked-Send,buggy_45.sol,3,LLM detected vulnerability not in ground truth
Unchecked-Send,buggy_45.sol,4,LLM detected vulnerability not in ground truth
Unchecked-Send,buggy_45.sol,5,LLM detected vulnerability not in ground truth
Unchecked-Send,buggy_45.sol,6,LLM detected vulnerability not in ground truth
Unchecked-Send,buggy_45.sol,8,LLM detected vulnerability not in ground truth
Unchecked-Send,buggy_45.sol,9,LLM detected vulnerability not in ground truth
Unchecked-Send,buggy_17.sol,5,LLM detected vulnerability not in ground truth
Unchecked-Send,buggy_7.sol,3,LLM detected vulnerability not in ground truth
Unchecked-Send,buggy_25.sol,24,LLM detected vulnerability not in ground truth
Unchecked-Send,buggy_25.sol,25,LLM detected vulnerability not in ground truth
Unchecked-Send,buggy_25.sol,26,LLM detected vulnerability not in ground truth
Unchecked-Send,buggy_25.sol,27,LLM detected vulnerability not in ground truth
Unchecked-Send,buggy_25.sol,28,LLM detected vulnerability not in ground truth
Unchecked-Send,buggy_25.sol,29,LLM detected vulnerability not in ground truth
Unchecked-Send,buggy_25.sol,30,LLM detected vulnerability not in ground truth
Unchecked-Send,buggy_4.sol,14,LLM detected vulnerability not in ground truth
Unchecked-Send,buggy_4.sol,17,LLM detected vulnerability not in ground truth
Unchecked-Send,buggy_4.sol,20,LLM detected vulnerability not in ground truth
Unchecked-Send,buggy_4.sol,23,LLM detected vulnerability not in ground truth
Unchecked-Send,buggy_4.sol,26,LLM detected vulnerability not in ground truth
Unchecked-Send,buggy_48.sol,14,LLM detected vulnerability not in ground truth
Unchecked-Send,buggy_15.sol,4,LLM detected vulnerability not in ground truth
Unchecked-Send,buggy_46.sol,9,LLM detected vulnerability not in ground truth
Unchecked-Send,buggy_46.sol,13,LLM detected vulnerability not in ground truth
Unchecked-Send,buggy_46.sol,5,LLM detected vulnerability not in ground truth
Unchecked-Send,buggy_16.sol,3,LLM detected vulnerability not in ground truth
Unchecked-Send,buggy_41.sol,2,LLM detected vulnerability not in ground truth
Unchecked-Send,buggy_41.sol,4,LLM detected vulnerability not in ground truth
Unchecked-Send,buggy_41.sol,6,LLM detected vulnerability not in ground truth
Unchecked-Send,buggy_41.sol,8,LLM detected vulnerability not in ground truth
Unchecked-Send,buggy_41.sol,10,LLM detected vulnerability not in ground truth
Unchecked-Send,buggy_41.sol,12,LLM detected vulnerability not in ground truth
Unchecked-Send,buggy_33.sol,58,LLM detected vulnerability not in ground truth
Unchecked-Send,buggy_33.sol,41,LLM detected vulnerability not in ground truth
Unchecked-Send,buggy_33.sol,54,LLM detected vulnerability not in ground truth
Unchecked-Send,buggy_33.sol,26,LLM detected vulnerability not in ground truth
Unchecked-Send,buggy_26.sol,16,LLM detected vulnerability not in ground truth
Unchecked-Send,buggy_26.sol,21,LLM detected vulnerability not in ground truth
Unchecked-Send,buggy_26.sol,22,LLM detected vulnerability not in ground truth
Unchecked-Send,buggy_9.sol,12,LLM detected vulnerability not in ground truth
Unchecked-Send,buggy_9.sol,15,LLM detected vulnerability not in ground truth
Unchecked-Send,buggy_14.sol,22,LLM detected vulnerability not in ground truth
Unchecked-Send,buggy_39.sol,5,LLM detected vulnerability not in ground truth
Unchecked-Send,buggy_39.sol,26,LLM detected vulnerability not in ground truth
Unchecked-Send,buggy_50.sol,26,LLM detected vulnerability not in ground truth
Unchecked-Send,buggy_10.sol,2,LLM detected vulnerability not in ground truth
Unchecked-Send,buggy_10.sol,5,LLM detected vulnerability not in ground truth
Unchecked-Send,buggy_10.sol,14,LLM detected vulnerability not in ground truth
Unchecked-Send,buggy_49.sol,26,LLM detected vulnerability not in ground truth
Unchecked-Send,buggy_12.sol,35,LLM detected vulnerability not in ground truth
Unhandled-Exceptions,buggy_5.sol,39,LLM detected vulnerability not in ground truth
Unhandled-Exceptions,buggy_5.sol,44,LLM detected vulnerability not in ground truth
Unhandled-Exceptions,buggy_5.sol,14,LLM detected vulnerability not in ground truth
Unhandled-Exceptions,buggy_5.sol,50,LLM detected vulnerability not in ground truth
Unhandled-Exceptions,buggy_5.sol,26,LLM detected vulnerability not in ground truth
Unhandled-Exceptions,buggy_5.sol,62,LLM detected vulnerability not in ground truth
Unhandled-Exceptions,buggy_38.sol,32,LLM detected vulnerability not in ground truth
Unhandled-Exceptions,buggy_38.sol,5,LLM detected vulnerability not in ground truth
Unhandled-Exceptions,buggy_38.sol,41,LLM detected vulnerability not in ground truth
Unhandled-Exceptions,buggy_38.sol,13,LLM detected vulnerability not in ground truth
Unhandled-Exceptions,buggy_38.sol,50,LLM detected vulnerability not in ground truth
Unhandled-Exceptions,buggy_38.sol,23,LLM detected vulnerability not in ground truth
Unhandled-Exceptions,buggy_6.sol,128,LLM detected vulnerability not in ground truth
Unhandled-Exceptions,buggy_6.sol,121,LLM detected vulnerability not in ground truth
Unhandled-Exceptions,buggy_6.sol,104,LLM detected vulnerability not in ground truth
Unhandled-Exceptions,buggy_6.sol,94,LLM detected vulnerability not in ground truth
Unhandled-Exceptions,buggy_17.sol,34,LLM detected vulnerability not in ground truth
Unhandled-Exceptions,buggy_17.sol,41,LLM detected vulnerability not in ground truth
Unhandled-Exceptions,buggy_17.sol,12,LLM detected vulnerability not in ground truth
Unhandled-Exceptions,buggy_17.sol,17,LLM detected vulnerability not in ground truth
Unhandled-Exceptions,buggy_17.sol,23,LLM detected vulnerability not in ground truth
Unhandled-Exceptions,buggy_17.sol,31,LLM detected vulnerability not in ground truth
Unhandled-Exceptions,buggy_8.sol,36,LLM detected vulnerability not in ground truth
Unhandled-Exceptions,buggy_8.sol,39,LLM detected vulnerability not in ground truth
Unhandled-Exceptions,buggy_8.sol,12,LLM detected vulnerability not in ground truth
Unhandled-Exceptions,buggy_8.sol,15,LLM detected vulnerability not in ground truth
Unhandled-Exceptions,buggy_8.sol,21,LLM detected vulnerability not in ground truth
Unhandled-Exceptions,buggy_8.sol,24,LLM detected vulnerability not in ground truth
Unhandled-Exceptions,buggy_8.sol,27,LLM detected vulnerability not in ground truth
Unhandled-Exceptions,buggy_8.sol,30,LLM detected vulnerability not in ground truth
Unhandled-Exceptions,buggy_7.sol,64,LLM detected vulnerability not in ground truth
Unhandled-Exceptions,buggy_7.sol,34,LLM detected vulnerability not in ground truth
Unhandled-Exceptions,buggy_7.sol,46,LLM detected vulnerability not in ground truth
Unhandled-Exceptions,buggy_7.sol,52,LLM detected vulnerability not in ground truth
Unhandled-Exceptions,buggy_7.sol,88,LLM detected vulnerability not in ground truth
Unhandled-Exceptions,buggy_7.sol,94,LLM detected vulnerability not in ground truth
Unhandled-Exceptions,buggy_32.sol,35,LLM detected vulnerability not in ground truth
Unhandled-Exceptions,buggy_32.sol,42,LLM detected vulnerability not in ground truth
Unhandled-Exceptions,buggy_32.sol,15,LLM detected vulnerability not in ground truth
Unhandled-Exceptions,buggy_32.sol,22,LLM detected vulnerability not in ground truth
